# x_0,  x_1,  x_2,  x_3,  x_4,  x_5,  x_6,    y
    0,    0,    0,    0,    0,    0,    0,    1
    0,    0,    0,    0,    0,    0,    1,    1
    0,    0,    0,    0,    0,    1,    0,    1
    0,    0,    0,    0,    0,    1,    1,    1
    0,    0,    0,    0,    1,    0,    0,    0
    0,    0,    0,    0,    1,    0,    1,    1
    0,    0,    0,    0,    1,    1,    0,    1
    0,    0,    0,    0,    1,    1,    1,    1
    0,    0,    0,    1,    0,    0,    0,    1
    0,    0,    0,    1,    0,    0,    1,    1
    0,    0,    0,    1,    0,    1,    0,    1
    0,    0,    0,    1,    0,    1,    1,    1
    0,    0,    0,    1,    1,    0,    0,    1
    0,    0,    0,    1,    1,    0,    1,    1
    0,    0,    0,    1,    1,    1,    0,    1
    0,    0,    0,    1,    1,    1,    1,    1
    0,    0,    1,    0,    0,    0,    0,    1
    0,    0,    1,    0,    0,    0,    1,    1
    0,    0,    1,    0,    0,    1,    0,    1
    0,    0,    1,    0,    0,    1,    1,    1
    0,    0,    1,    0,    1,    0,    0,    0
    0,    0,    1,    0,    1,    0,    1,    1
    0,    0,    1,    0,    1,    1,    0,    1
    0,    0,    1,    0,    1,    1,    1,    1
    0,    0,    1,    1,    0,    0,    0,    1
    0,    0,    1,    1,    0,    0,    1,    1
    0,    0,    1,    1,    0,    1,    0,    1
    0,    0,    1,    1,    0,    1,    1,    1
    0,    0,    1,    1,    1,    0,    0,    1
    0,    0,    1,    1,    1,    0,    1,    1
    0,    0,    1,    1,    1,    1,    0,    1
    0,    0,    1,    1,    1,    1,    1,    1
    0,    1,    0,    0,    0,    0,    0,    1
    0,    1,    0,    0,    0,    0,    1,    1
    0,    1,    0,    0,    0,    1,    0,    1
    0,    1,    0,    0,    0,    1,    1,    1
    0,    1,    0,    0,    1,    0,    0,    0
    0,    1,    0,    0,    1,    0,    1,    1
    0,    1,    0,    0,    1,    1,    0,    1
    0,    1,    0,    0,    1,    1,    1,    1
    0,    1,    0,    1,    0,    0,    0,    1
    0,    1,    0,    1,    0,    0,    1,    1
    0,    1,    0,    1,    0,    1,    0,    1
    0,    1,    0,    1,    0,    1,    1,    1
    0,    1,    0,    1,    1,    0,    0,    1
    0,    1,    0,    1,    1,    0,    1,    1
    0,    1,    0,    1,    1,    1,    0,    1
    0,    1,    0,    1,    1,    1,    1,    1
    0,    1,    1,    0,    0,    0,    0,    1
    0,    1,    1,    0,    0,    0,    1,    1
    0,    1,    1,    0,    0,    1,    0,    1
    0,    1,    1,    0,    0,    1,    1,    1
    0,    1,    1,    0,    1,    0,    0,    0
    0,    1,    1,    0,    1,    0,    1,    1
    0,    1,    1,    0,    1,    1,    0,    1
    0,    1,    1,    0,    1,    1,    1,    1
    0,    1,    1,    1,    0,    0,    0,    1
    0,    1,    1,    1,    0,    0,    1,    1
    0,    1,    1,    1,    0,    1,    0,    1
    0,    1,    1,    1,    0,    1,    1,    1
    0,    1,    1,    1,    1,    0,    0,    1
    0,    1,    1,    1,    1,    0,    1,    1
    0,    1,    1,    1,    1,    1,    0,    1
    0,    1,    1,    1,    1,    1,    1,    1
    1,    0,    0,    0,    0,    0,    0,    1
    1,    0,    0,    0,    0,    0,    1,    1
    1,    0,    0,    0,    0,    1,    0,    1
    1,    0,    0,    0,    0,    1,    1,    1
    1,    0,    0,    0,    1,    0,    0,    0
    1,    0,    0,    0,    1,    0,    1,    1
    1,    0,    0,    0,    1,    1,    0,    1
    1,    0,    0,    0,    1,    1,    1,    1
    1,    0,    0,    1,    0,    0,    0,    1
    1,    0,    0,    1,    0,    0,    1,    1
    1,    0,    0,    1,    0,    1,    0,    1
    1,    0,    0,    1,    0,    1,    1,    1
    1,    0,    0,    1,    1,    0,    0,    1
    1,    0,    0,    1,    1,    0,    1,    1
    1,    0,    0,    1,    1,    1,    0,    1
    1,    0,    0,    1,    1,    1,    1,    1
    1,    0,    1,    0,    0,    0,    0,    1
    1,    0,    1,    0,    0,    0,    1,    1
    1,    0,    1,    0,    0,    1,    0,    1
    1,    0,    1,    0,    0,    1,    1,    1
    1,    0,    1,    0,    1,    0,    0,    0
    1,    0,    1,    0,    1,    0,    1,    1
    1,    0,    1,    0,    1,    1,    0,    1
    1,    0,    1,    0,    1,    1,    1,    1
    1,    0,    1,    1,    0,    0,    0,    1
    1,    0,    1,    1,    0,    0,    1,    1
    1,    0,    1,    1,    0,    1,    0,    1
    1,    0,    1,    1,    0,    1,    1,    1
    1,    0,    1,    1,    1,    0,    0,    1
    1,    0,    1,    1,    1,    0,    1,    1
    1,    0,    1,    1,    1,    1,    0,    1
    1,    0,    1,    1,    1,    1,    1,    1
    1,    1,    0,    0,    0,    0,    0,    1
    1,    1,    0,    0,    0,    0,    1,    1
    1,    1,    0,    0,    0,    1,    0,    1
    1,    1,    0,    0,    0,    1,    1,    1
    1,    1,    0,    0,    1,    0,    0,    0
    1,    1,    0,    0,    1,    0,    1,    1
    1,    1,    0,    0,    1,    1,    0,    1
    1,    1,    0,    0,    1,    1,    1,    1
    1,    1,    0,    1,    0,    0,    0,    1
    1,    1,    0,    1,    0,    0,    1,    1
    1,    1,    0,    1,    0,    1,    0,    1
    1,    1,    0,    1,    0,    1,    1,    1
    1,    1,    0,    1,    1,    0,    0,    1
    1,    1,    0,    1,    1,    0,    1,    1
    1,    1,    0,    1,    1,    1,    0,    1
    1,    1,    0,    1,    1,    1,    1,    1
    1,    1,    1,    0,    0,    0,    0,    1
    1,    1,    1,    0,    0,    0,    1,    1
    1,    1,    1,    0,    0,    1,    0,    1
    1,    1,    1,    0,    0,    1,    1,    1
    1,    1,    1,    0,    1,    0,    0,    0
    1,    1,    1,    0,    1,    0,    1,    1
    1,    1,    1,    0,    1,    1,    0,    1
    1,    1,    1,    0,    1,    1,    1,    1
    1,    1,    1,    1,    0,    0,    0,    1
    1,    1,    1,    1,    0,    0,    1,    1
    1,    1,    1,    1,    0,    1,    0,    1
    1,    1,    1,    1,    0,    1,    1,    1
    1,    1,    1,    1,    1,    0,    0,    0
    1,    1,    1,    1,    1,    0,    1,    1
    1,    1,    1,    1,    1,    1,    0,    1
    1,    1,    1,    1,    1,    1,    1,    1
# or(x_6, or(x_5, nand(x_4, nand(x_3, nand(x_2, and(x_0, x_1)))))),-
