# x_0,  x_1,  x_2,  x_3,  x_4,  x_5,  x_6,  x_7,    y
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    1,    1
    0,    0,    0,    0,    0,    0,    1,    0,    1
    0,    0,    0,    0,    0,    0,    1,    1,    1
    0,    0,    0,    0,    0,    1,    0,    0,    0
    0,    0,    0,    0,    0,    1,    0,    1,    1
    0,    0,    0,    0,    0,    1,    1,    0,    1
    0,    0,    0,    0,    0,    1,    1,    1,    1
    0,    0,    0,    0,    1,    0,    0,    0,    0
    0,    0,    0,    0,    1,    0,    0,    1,    1
    0,    0,    0,    0,    1,    0,    1,    0,    1
    0,    0,    0,    0,    1,    0,    1,    1,    1
    0,    0,    0,    0,    1,    1,    0,    0,    0
    0,    0,    0,    0,    1,    1,    0,    1,    1
    0,    0,    0,    0,    1,    1,    1,    0,    1
    0,    0,    0,    0,    1,    1,    1,    1,    1
    0,    0,    0,    1,    0,    0,    0,    0,    0
    0,    0,    0,    1,    0,    0,    0,    1,    1
    0,    0,    0,    1,    0,    0,    1,    0,    1
    0,    0,    0,    1,    0,    0,    1,    1,    1
    0,    0,    0,    1,    0,    1,    0,    0,    0
    0,    0,    0,    1,    0,    1,    0,    1,    1
    0,    0,    0,    1,    0,    1,    1,    0,    1
    0,    0,    0,    1,    0,    1,    1,    1,    1
    0,    0,    0,    1,    1,    0,    0,    0,    0
    0,    0,    0,    1,    1,    0,    0,    1,    1
    0,    0,    0,    1,    1,    0,    1,    0,    1
    0,    0,    0,    1,    1,    0,    1,    1,    1
    0,    0,    0,    1,    1,    1,    0,    0,    1
    0,    0,    0,    1,    1,    1,    0,    1,    1
    0,    0,    0,    1,    1,    1,    1,    0,    1
    0,    0,    0,    1,    1,    1,    1,    1,    1
    0,    0,    1,    0,    0,    0,    0,    0,    0
    0,    0,    1,    0,    0,    0,    0,    1,    1
    0,    0,    1,    0,    0,    0,    1,    0,    1
    0,    0,    1,    0,    0,    0,    1,    1,    1
    0,    0,    1,    0,    0,    1,    0,    0,    0
    0,    0,    1,    0,    0,    1,    0,    1,    1
    0,    0,    1,    0,    0,    1,    1,    0,    1
    0,    0,    1,    0,    0,    1,    1,    1,    1
    0,    0,    1,    0,    1,    0,    0,    0,    0
    0,    0,    1,    0,    1,    0,    0,    1,    1
    0,    0,    1,    0,    1,    0,    1,    0,    1
    0,    0,    1,    0,    1,    0,    1,    1,    1
    0,    0,    1,    0,    1,    1,    0,    0,    0
    0,    0,    1,    0,    1,    1,    0,    1,    1
    0,    0,    1,    0,    1,    1,    1,    0,    1
    0,    0,    1,    0,    1,    1,    1,    1,    1
    0,    0,    1,    1,    0,    0,    0,    0,    0
    0,    0,    1,    1,    0,    0,    0,    1,    1
    0,    0,    1,    1,    0,    0,    1,    0,    1
    0,    0,    1,    1,    0,    0,    1,    1,    1
    0,    0,    1,    1,    0,    1,    0,    0,    0
    0,    0,    1,    1,    0,    1,    0,    1,    1
    0,    0,    1,    1,    0,    1,    1,    0,    1
    0,    0,    1,    1,    0,    1,    1,    1,    1
    0,    0,    1,    1,    1,    0,    0,    0,    0
    0,    0,    1,    1,    1,    0,    0,    1,    1
    0,    0,    1,    1,    1,    0,    1,    0,    1
    0,    0,    1,    1,    1,    0,    1,    1,    1
    0,    0,    1,    1,    1,    1,    0,    0,    1
    0,    0,    1,    1,    1,    1,    0,    1,    1
    0,    0,    1,    1,    1,    1,    1,    0,    1
    0,    0,    1,    1,    1,    1,    1,    1,    1
    0,    1,    0,    0,    0,    0,    0,    0,    0
    0,    1,    0,    0,    0,    0,    0,    1,    1
    0,    1,    0,    0,    0,    0,    1,    0,    1
    0,    1,    0,    0,    0,    0,    1,    1,    1
    0,    1,    0,    0,    0,    1,    0,    0,    0
    0,    1,    0,    0,    0,    1,    0,    1,    1
    0,    1,    0,    0,    0,    1,    1,    0,    1
    0,    1,    0,    0,    0,    1,    1,    1,    1
    0,    1,    0,    0,    1,    0,    0,    0,    0
    0,    1,    0,    0,    1,    0,    0,    1,    1
    0,    1,    0,    0,    1,    0,    1,    0,    1
    0,    1,    0,    0,    1,    0,    1,    1,    1
    0,    1,    0,    0,    1,    1,    0,    0,    0
    0,    1,    0,    0,    1,    1,    0,    1,    1
    0,    1,    0,    0,    1,    1,    1,    0,    1
    0,    1,    0,    0,    1,    1,    1,    1,    1
    0,    1,    0,    1,    0,    0,    0,    0,    0
    0,    1,    0,    1,    0,    0,    0,    1,    1
    0,    1,    0,    1,    0,    0,    1,    0,    1
    0,    1,    0,    1,    0,    0,    1,    1,    1
    0,    1,    0,    1,    0,    1,    0,    0,    0
    0,    1,    0,    1,    0,    1,    0,    1,    1
    0,    1,    0,    1,    0,    1,    1,    0,    1
    0,    1,    0,    1,    0,    1,    1,    1,    1
    0,    1,    0,    1,    1,    0,    0,    0,    0
    0,    1,    0,    1,    1,    0,    0,    1,    1
    0,    1,    0,    1,    1,    0,    1,    0,    1
    0,    1,    0,    1,    1,    0,    1,    1,    1
    0,    1,    0,    1,    1,    1,    0,    0,    1
    0,    1,    0,    1,    1,    1,    0,    1,    1
    0,    1,    0,    1,    1,    1,    1,    0,    1
    0,    1,    0,    1,    1,    1,    1,    1,    1
    0,    1,    1,    0,    0,    0,    0,    0,    0
    0,    1,    1,    0,    0,    0,    0,    1,    1
    0,    1,    1,    0,    0,    0,    1,    0,    1
    0,    1,    1,    0,    0,    0,    1,    1,    1
    0,    1,    1,    0,    0,    1,    0,    0,    0
    0,    1,    1,    0,    0,    1,    0,    1,    1
    0,    1,    1,    0,    0,    1,    1,    0,    1
    0,    1,    1,    0,    0,    1,    1,    1,    1
    0,    1,    1,    0,    1,    0,    0,    0,    0
    0,    1,    1,    0,    1,    0,    0,    1,    1
    0,    1,    1,    0,    1,    0,    1,    0,    1
    0,    1,    1,    0,    1,    0,    1,    1,    1
    0,    1,    1,    0,    1,    1,    0,    0,    1
    0,    1,    1,    0,    1,    1,    0,    1,    1
    0,    1,    1,    0,    1,    1,    1,    0,    1
    0,    1,    1,    0,    1,    1,    1,    1,    1
    0,    1,    1,    1,    0,    0,    0,    0,    0
    0,    1,    1,    1,    0,    0,    0,    1,    1
    0,    1,    1,    1,    0,    0,    1,    0,    1
    0,    1,    1,    1,    0,    0,    1,    1,    1
    0,    1,    1,    1,    0,    1,    0,    0,    0
    0,    1,    1,    1,    0,    1,    0,    1,    1
    0,    1,    1,    1,    0,    1,    1,    0,    1
    0,    1,    1,    1,    0,    1,    1,    1,    1
    0,    1,    1,    1,    1,    0,    0,    0,    0
    0,    1,    1,    1,    1,    0,    0,    1,    1
    0,    1,    1,    1,    1,    0,    1,    0,    1
    0,    1,    1,    1,    1,    0,    1,    1,    1
    0,    1,    1,    1,    1,    1,    0,    0,    0
    0,    1,    1,    1,    1,    1,    0,    1,    1
    0,    1,    1,    1,    1,    1,    1,    0,    1
    0,    1,    1,    1,    1,    1,    1,    1,    1
    1,    0,    0,    0,    0,    0,    0,    0,    0
    1,    0,    0,    0,    0,    0,    0,    1,    1
    1,    0,    0,    0,    0,    0,    1,    0,    1
    1,    0,    0,    0,    0,    0,    1,    1,    1
    1,    0,    0,    0,    0,    1,    0,    0,    0
    1,    0,    0,    0,    0,    1,    0,    1,    1
    1,    0,    0,    0,    0,    1,    1,    0,    1
    1,    0,    0,    0,    0,    1,    1,    1,    1
    1,    0,    0,    0,    1,    0,    0,    0,    0
    1,    0,    0,    0,    1,    0,    0,    1,    1
    1,    0,    0,    0,    1,    0,    1,    0,    1
    1,    0,    0,    0,    1,    0,    1,    1,    1
    1,    0,    0,    0,    1,    1,    0,    0,    0
    1,    0,    0,    0,    1,    1,    0,    1,    1
    1,    0,    0,    0,    1,    1,    1,    0,    1
    1,    0,    0,    0,    1,    1,    1,    1,    1
    1,    0,    0,    1,    0,    0,    0,    0,    0
    1,    0,    0,    1,    0,    0,    0,    1,    1
    1,    0,    0,    1,    0,    0,    1,    0,    1
    1,    0,    0,    1,    0,    0,    1,    1,    1
    1,    0,    0,    1,    0,    1,    0,    0,    0
    1,    0,    0,    1,    0,    1,    0,    1,    1
    1,    0,    0,    1,    0,    1,    1,    0,    1
    1,    0,    0,    1,    0,    1,    1,    1,    1
    1,    0,    0,    1,    1,    0,    0,    0,    0
    1,    0,    0,    1,    1,    0,    0,    1,    1
    1,    0,    0,    1,    1,    0,    1,    0,    1
    1,    0,    0,    1,    1,    0,    1,    1,    1
    1,    0,    0,    1,    1,    1,    0,    0,    1
    1,    0,    0,    1,    1,    1,    0,    1,    1
    1,    0,    0,    1,    1,    1,    1,    0,    1
    1,    0,    0,    1,    1,    1,    1,    1,    1
    1,    0,    1,    0,    0,    0,    0,    0,    0
    1,    0,    1,    0,    0,    0,    0,    1,    1
    1,    0,    1,    0,    0,    0,    1,    0,    1
    1,    0,    1,    0,    0,    0,    1,    1,    1
    1,    0,    1,    0,    0,    1,    0,    0,    0
    1,    0,    1,    0,    0,    1,    0,    1,    1
    1,    0,    1,    0,    0,    1,    1,    0,    1
    1,    0,    1,    0,    0,    1,    1,    1,    1
    1,    0,    1,    0,    1,    0,    0,    0,    0
    1,    0,    1,    0,    1,    0,    0,    1,    1
    1,    0,    1,    0,    1,    0,    1,    0,    1
    1,    0,    1,    0,    1,    0,    1,    1,    1
    1,    0,    1,    0,    1,    1,    0,    0,    1
    1,    0,    1,    0,    1,    1,    0,    1,    1
    1,    0,    1,    0,    1,    1,    1,    0,    1
    1,    0,    1,    0,    1,    1,    1,    1,    1
    1,    0,    1,    1,    0,    0,    0,    0,    0
    1,    0,    1,    1,    0,    0,    0,    1,    1
    1,    0,    1,    1,    0,    0,    1,    0,    1
    1,    0,    1,    1,    0,    0,    1,    1,    1
    1,    0,    1,    1,    0,    1,    0,    0,    0
    1,    0,    1,    1,    0,    1,    0,    1,    1
    1,    0,    1,    1,    0,    1,    1,    0,    1
    1,    0,    1,    1,    0,    1,    1,    1,    1
    1,    0,    1,    1,    1,    0,    0,    0,    0
    1,    0,    1,    1,    1,    0,    0,    1,    1
    1,    0,    1,    1,    1,    0,    1,    0,    1
    1,    0,    1,    1,    1,    0,    1,    1,    1
    1,    0,    1,    1,    1,    1,    0,    0,    0
    1,    0,    1,    1,    1,    1,    0,    1,    1
    1,    0,    1,    1,    1,    1,    1,    0,    1
    1,    0,    1,    1,    1,    1,    1,    1,    1
    1,    1,    0,    0,    0,    0,    0,    0,    0
    1,    1,    0,    0,    0,    0,    0,    1,    1
    1,    1,    0,    0,    0,    0,    1,    0,    1
    1,    1,    0,    0,    0,    0,    1,    1,    1
    1,    1,    0,    0,    0,    1,    0,    0,    0
    1,    1,    0,    0,    0,    1,    0,    1,    1
    1,    1,    0,    0,    0,    1,    1,    0,    1
    1,    1,    0,    0,    0,    1,    1,    1,    1
    1,    1,    0,    0,    1,    0,    0,    0,    0
    1,    1,    0,    0,    1,    0,    0,    1,    1
    1,    1,    0,    0,    1,    0,    1,    0,    1
    1,    1,    0,    0,    1,    0,    1,    1,    1
    1,    1,    0,    0,    1,    1,    0,    0,    0
    1,    1,    0,    0,    1,    1,    0,    1,    1
    1,    1,    0,    0,    1,    1,    1,    0,    1
    1,    1,    0,    0,    1,    1,    1,    1,    1
    1,    1,    0,    1,    0,    0,    0,    0,    0
    1,    1,    0,    1,    0,    0,    0,    1,    1
    1,    1,    0,    1,    0,    0,    1,    0,    1
    1,    1,    0,    1,    0,    0,    1,    1,    1
    1,    1,    0,    1,    0,    1,    0,    0,    0
    1,    1,    0,    1,    0,    1,    0,    1,    1
    1,    1,    0,    1,    0,    1,    1,    0,    1
    1,    1,    0,    1,    0,    1,    1,    1,    1
    1,    1,    0,    1,    1,    0,    0,    0,    0
    1,    1,    0,    1,    1,    0,    0,    1,    1
    1,    1,    0,    1,    1,    0,    1,    0,    1
    1,    1,    0,    1,    1,    0,    1,    1,    1
    1,    1,    0,    1,    1,    1,    0,    0,    1
    1,    1,    0,    1,    1,    1,    0,    1,    1
    1,    1,    0,    1,    1,    1,    1,    0,    1
    1,    1,    0,    1,    1,    1,    1,    1,    1
    1,    1,    1,    0,    0,    0,    0,    0,    0
    1,    1,    1,    0,    0,    0,    0,    1,    1
    1,    1,    1,    0,    0,    0,    1,    0,    1
    1,    1,    1,    0,    0,    0,    1,    1,    1
    1,    1,    1,    0,    0,    1,    0,    0,    0
    1,    1,    1,    0,    0,    1,    0,    1,    1
    1,    1,    1,    0,    0,    1,    1,    0,    1
    1,    1,    1,    0,    0,    1,    1,    1,    1
    1,    1,    1,    0,    1,    0,    0,    0,    0
    1,    1,    1,    0,    1,    0,    0,    1,    1
    1,    1,    1,    0,    1,    0,    1,    0,    1
    1,    1,    1,    0,    1,    0,    1,    1,    1
    1,    1,    1,    0,    1,    1,    0,    0,    0
    1,    1,    1,    0,    1,    1,    0,    1,    1
    1,    1,    1,    0,    1,    1,    1,    0,    1
    1,    1,    1,    0,    1,    1,    1,    1,    1
    1,    1,    1,    1,    0,    0,    0,    0,    0
    1,    1,    1,    1,    0,    0,    0,    1,    1
    1,    1,    1,    1,    0,    0,    1,    0,    1
    1,    1,    1,    1,    0,    0,    1,    1,    1
    1,    1,    1,    1,    0,    1,    0,    0,    0
    1,    1,    1,    1,    0,    1,    0,    1,    1
    1,    1,    1,    1,    0,    1,    1,    0,    1
    1,    1,    1,    1,    0,    1,    1,    1,    1
    1,    1,    1,    1,    1,    0,    0,    0,    0
    1,    1,    1,    1,    1,    0,    0,    1,    1
    1,    1,    1,    1,    1,    0,    1,    0,    1
    1,    1,    1,    1,    1,    0,    1,    1,    1
    1,    1,    1,    1,    1,    1,    0,    0,    1
    1,    1,    1,    1,    1,    1,    0,    1,    1
    1,    1,    1,    1,    1,    1,    1,    0,    1
    1,    1,    1,    1,    1,    1,    1,    1,    1
# or(x_7, or(x_6, and(x_5, and(x_4, xor(x_3, and(x_2, xor(x_0, x_1))))))),-
